company_id,company_name,city,latitude,longitude,size_category,revenue,gross_margin,operating_expenses,profit,profit_margin,num_projects,leads_count,conversion_rate,founded_year,employees
CONST_4378,Johnson Infrastructure,Seattle,47.66786865000117,-122.32642584865117,Small,7976241.42,0.3235,1164246.38,1416413.27,0.1776,6,18,0.3001,1985,38
CONST_4379,Williams Works,Miami,25.619896380374108,-80.15868881706405,Small,8774785.45,0.1566,1270425.63,103708.26,0.0118,10,12,0.2024,1989,29
CONST_4380,Strategic Works Inc,Chicago,41.73164353318368,-87.74980754377258,Small,7194326.06,0.2171,1456437.31,105446.09,0.0147,4,10,0.2124,2009,31
CONST_4381,Miller Properties,Houston,29.716247924956246,-95.33859089277199,Medium,29676237.21,0.3319,6150708.24,3699726.67,0.1247,9,15,0.2435,1962,104
CONST_4382,Jones Properties,San Francisco,37.79835500043302,-122.28325007169921,Medium,32111122.61,0.158,6506426.0,-1431484.68,-0.0446,8,29,0.2586,1991,98
CONST_4383,ABC Properties,Houston,29.81381314447162,-95.28187699101298,Small,4583037.16,0.1943,738649.75,151776.79,0.0331,17,20,0.2952,1954,19
CONST_4384,Smith & Sons Development,Houston,29.540703015181496,-95.42646710243511,Medium,12860508.93,0.2975,2044497.03,1781744.4,0.1385,9,8,0.3003,1961,33
CONST_4385,Strategic Properties Associates,Miami,25.722095364072022,-80.24667649877775,Medium,24117398.48,0.2213,2699726.07,2638112.05,0.1094,13,37,0.2856,2019,72
CONST_4386,Williams Constructors,Miami,25.7671218734467,-80.19376487816574,Small,2127955.31,0.2207,242970.41,226743.9,0.1066,7,22,0.2551,1973,8
CONST_4387,Elite Constructors,Houston,29.758915167526418,-95.54375574486369,Medium,11391906.01,0.3028,1226886.24,2222190.63,0.1951,12,19,0.1526,1965,55
CONST_4388,Advanced Builders LLC,Chicago,41.89258604947672,-87.7548132494489,Small,7090248.11,0.2728,1387371.47,546503.86,0.0771,4,16,0.3209,1996,23
CONST_4389,Advanced Building,Los Angeles,34.20284412946917,-118.23601025755181,Medium,49748736.98,0.2923,9764439.1,4778892.62,0.0961,9,12,0.2516,1962,162
CONST_4390,Premier Building,Miami,25.779159731776744,-80.27579866244653,Medium,30666716.64,0.2452,6938160.24,580317.37,0.0189,8,10,0.379,2008,125
CONST_4391,Quality Constructors Enterprises,Miami,25.878105941060333,-80.01703491281576,Small,5657827.07,0.3398,992944.81,929489.77,0.1643,10,8,0.2416,1998,27
CONST_4392,Elite Infrastructure Inc,Los Angeles,34.10627154560266,-118.14871338606929,Small,5040877.69,0.2335,648278.67,528782.44,0.1049,12,13,0.0402,1980,13
CONST_4393,Smith & Sons Infrastructure,Phoenix,33.42620538635707,-112.07565931901387,Medium,46581065.54,0.2165,6819783.04,3265017.06,0.0701,5,12,0.2711,1976,128
CONST_4394,Premier Building Inc,Dallas,32.916527197241315,-96.84354543618024,Small,1951292.83,0.3001,284303.35,301320.8,0.1544,4,30,0.2831,1975,5
CONST_4395,Premier Infrastructure,Seattle,47.57972010576536,-122.27184142791586,Medium,36528426.76,0.3479,7918728.82,4790593.62,0.1311,4,7,0.291,1992,157
CONST_4396,Premier Construction Group,Miami,25.59490423597525,-80.09628139613628,Medium,14360334.99,0.1991,1528004.98,1331302.54,0.0927,5,23,0.162,1964,60
CONST_4397,Modern Building,New York,40.78625549897277,-73.9978401630668,Medium,17181664.52,0.3197,3108591.48,2385180.79,0.1388,10,36,0.1424,2009,49
CONST_4398,EliteSmith & Sons Building,Dallas,32.705766147512705,-96.55307449964316,Small,3951308.83,0.246,687869.99,284098.93,0.0719,11,25,0.3404,2016,17
CONST_4399,Smith & Associates Infrastructure,Phoenix,33.551251338580734,-112.02633347974795,Medium,29236967.98,0.2319,2963808.38,3815475.33,0.1305,10,48,0.1946,1996,81
CONST_4400,Miller Constructors,Chicago,42.00162810383551,-87.60556551567605,Small,1897604.6,0.1692,257238.74,63864.87,0.0337,16,23,0.1819,1987,7
CONST_4401,Brown Properties,Houston,29.487605724325686,-95.24213239864169,Small,1861169.04,0.2497,277555.29,187235.96,0.1006,2,22,0.1962,2017,4
CONST_4402,Smith & Sons Construction,Los Angeles,34.22247611645347,-118.15989827659216,Medium,28142303.55,0.1604,6640306.81,-2126810.0,-0.0756,2,21,0.1888,1981,97
CONST_4403,Brown Construction,Chicago,41.8621828340285,-87.59133846038209,Large,440357331.38,0.1794,95883904.75,-16900517.49,-0.0384,3,7,0.2026,2015,1735
CONST_4404,Strategic Infrastructure Associates,Miami,25.7104504032705,-80.17169067438185,Small,7544072.26,0.2417,1450593.37,372801.68,0.0494,5,37,0.0857,1967,19
CONST_4405,Smith & Sons Properties,Los Angeles,34.19617342944979,-118.25159773250826,Medium,27343337.13,0.1745,6215792.18,-1445623.91,-0.0529,6,104,0.1915,1956,77
CONST_4406,Smith & Sons Properties,Houston,29.524563842659827,-95.4788144600613,Small,3430806.19,0.2297,428803.91,359380.95,0.1048,7,21,0.2743,1993,14
CONST_4407,Premier Builders LLC,Houston,29.80455714170936,-95.3982901721773,Small,6546274.2,0.2905,783470.03,1118149.79,0.1708,14,16,0.4136,2006,25
CONST_4408,Innovative Construction,Seattle,47.55639297910216,-122.40433722837768,Small,5551514.75,0.1904,687361.93,369911.52,0.0666,3,28,0.3237,2006,24
CONST_4409,Smith & Associates Building,Chicago,41.93115165453653,-87.77312251926844,Small,2816360.86,0.1941,482899.21,63834.98,0.0227,6,33,0.1749,2017,13
CONST_4410,Advanced Construction Group,Boston,42.682361462867775,-71.0415945949976,Large,153726467.16,0.2978,24934221.88,20843036.13,0.1356,10,31,0.2425,1960,408
CONST_4411,ABC Works,Dallas,32.62464421437927,-96.83191147072678,Small,1921997.96,0.1585,210235.22,94335.06,0.0491,4,2,0.486,1953,7
CONST_4412,ABC Works,New York,40.6939410691435,-73.84235097900631,Small,3894676.78,0.19,559376.95,180543.6,0.0464,3,36,0.4159,1993,10
CONST_4413,ABC Development,Miami,25.631106619285905,-80.12943120498676,Small,2938837.81,0.2103,495180.27,122717.51,0.0418,8,17,0.2513,2005,9
CONST_4414,Premier Construction,Boston,42.425597224307744,-70.9442458460203,Small,8510799.37,0.1776,1477883.38,33940.63,0.004,7,24,0.1792,1978,21
CONST_4415,ABC Building,New York,40.80570894085949,-74.1470552568746,Medium,16008556.03,0.2752,3992433.69,413465.86,0.0258,5,16,0.274,1966,59
CONST_4416,Strategic Properties,San Francisco,37.68284317963805,-122.3450742878928,Small,6629951.18,0.202,1097652.73,241848.62,0.0365,2,47,0.3731,2007,21
CONST_4417,Williams Builders,Miami,25.696229510274197,-80.11094706266711,Small,4697486.35,0.2804,735153.87,582204.83,0.1239,9,17,0.3904,1991,21
CONST_4418,ABC Construction,New York,40.81560263530081,-74.12200367421963,Medium,23756796.08,0.3371,4927457.32,3081622.66,0.1297,6,42,0.1209,2022,62
CONST_4419,Smith & Associates Builders,Dallas,32.665694331735125,-96.75561404626559,Small,9741198.94,0.2566,1719361.61,779780.94,0.08,8,17,0.2179,2018,25
CONST_4420,Premier Builders,Chicago,42.0194256589396,-87.6436628529779,Small,2394473.08,0.2173,323137.98,197107.16,0.0823,5,27,0.3775,2001,9
CONST_4421,Miller Construction,New York,40.80924712272535,-74.08106082840251,Large,392153811.77,0.2933,84068362.65,30953782.17,0.0789,11,17,0.3665,2014,1079
CONST_4422,Smith & Associates Builders,Boston,42.363642845622955,-70.75900869155727,Medium,22534483.84,0.3205,4481635.48,2741720.06,0.1217,9,23,0.2899,1951,90
CONST_4423,ABC Infrastructure,San Francisco,37.64062640450485,-122.34354982827833,Medium,37539469.32,0.2276,8465727.41,79215.62,0.0021,4,46,0.2576,1998,111
CONST_4424,Reliable Properties,Boston,42.164525313202695,-71.03796485692854,Small,9688034.35,0.2696,1887928.03,724284.09,0.0748,3,44,0.1393,1960,35
CONST_4425,Elite Construction LLC,Seattle,47.78548094162855,-122.3833009770049,Small,3805440.11,0.3018,665461.72,482933.23,0.1269,4,10,0.2736,1972,17
CONST_4426,Johnson Construction,New York,40.76646500089865,-74.02641747577587,Small,8196571.48,0.259,1522092.94,600803.81,0.0733,8,22,0.3049,1961,26
CONST_4427,Jones Infrastructure,New York,40.88044903667528,-74.11040854224146,Small,6980469.87,0.2819,1061726.37,906134.57,0.1298,4,29,0.2428,1972,22
CONST_4428,ModernSmith & Associates Infrastructure,New York,40.770372755726086,-73.95160457018228,Small,3158830.71,0.3215,519192.59,496407.73,0.1571,7,8,0.1694,1951,8
CONST_4429,Brown Works,Boston,42.45675383729389,-71.03767480601957,Small,6075275.36,0.2024,1258918.95,-29288.35,-0.0048,3,18,0.3628,1965,15
CONST_4430,Miller Constructors,Seattle,47.631650332631835,-122.29342272730119,Small,6635713.11,0.2665,1526491.31,241792.91,0.0364,3,26,0.3997,1952,22
CONST_4431,Smith & Associates Infrastructure,Chicago,41.72215230514239,-87.7816926790973,Small,2818692.53,0.3095,602186.0,270199.86,0.0959,7,21,0.3943,2003,7
CONST_4432,Premier Development Inc,Houston,29.7649548855118,-95.2725713024908,Small,6975267.57,0.3297,1640288.27,659229.82,0.0945,6,58,0.1168,1993,18
CONST_4433,Smith & Sons Building,Chicago,41.97774967040352,-87.66153881267446,Small,6474526.94,0.1509,1206412.65,-229252.03,-0.0354,3,13,0.0927,1998,21
CONST_4434,Smith & Associates Properties,Dallas,32.76921556436795,-96.71829926816689,Medium,43996927.11,0.3399,5727856.88,9226948.81,0.2097,6,10,0.2001,2013,137
CONST_4435,ABC Building,Phoenix,33.188305297312475,-112.06897830184877,Small,8038755.86,0.2895,1352062.5,975172.78,0.1213,8,88,0.2534,2006,27
CONST_4436,Smith & Associates Construction,Chicago,42.015031239824985,-87.82429604504001,Small,2155551.97,0.3495,465142.26,288159.28,0.1337,9,21,0.1443,1998,8
CONST_4437,ABC Constructors,Houston,29.66626782076895,-95.44645192718916,Small,4628563.58,0.325,797788.1,706404.88,0.1526,7,41,0.1573,1963,21
CONST_4438,ABC Development,Los Angeles,33.93531077864184,-118.26294568305983,Medium,22177330.74,0.3056,4967843.19,1810439.39,0.0816,16,15,0.3335,1951,61
CONST_4439,Strategic Properties Partners,Seattle,47.67083824896127,-122.41583413172854,Medium,23200423.7,0.2384,5212653.3,317387.72,0.0137,8,19,0.1459,1963,80
CONST_4440,Smith & Sons Construction,Dallas,32.783381757849206,-96.72605239356227,Small,1912784.72,0.2079,312965.25,84672.16,0.0443,6,27,0.3294,2019,5
CONST_4441,PremierSmith & Associates Works,Boston,42.531535269500004,-70.97823745371423,Small,6898845.74,0.2939,1710158.24,317562.07,0.046,6,21,0.1972,1951,26
CONST_4442,ABC Constructors,Houston,29.71621029867653,-95.4565690974206,Small,3257779.76,0.2378,567242.42,207331.6,0.0636,4,178,0.3204,1988,8
CONST_4443,Miller Construction,San Francisco,37.683678832664775,-122.33688734131535,Medium,16020066.95,0.168,2349860.77,341998.07,0.0213,10,6,0.1792,2000,41
CONST_4444,Professional Infrastructure,Dallas,32.75310993635447,-96.78566498241705,Medium,33871698.24,0.2407,4116411.15,4034869.36,0.1191,8,21,0.2118,2011,126
CONST_4445,Johnson Development,Phoenix,33.36786304080573,-112.12856060380182,Medium,26057784.0,0.1983,5027786.72,139608.42,0.0054,8,11,0.198,1953,81
CONST_4446,Smith & Sons Development,Boston,42.45791989652396,-71.02024672746045,Small,4896541.99,0.205,1173362.12,-169546.83,-0.0346,3,13,0.3299,2008,15
CONST_4447,ABC Works,San Francisco,37.6203345841512,-122.29790976282052,Medium,30014249.14,0.2334,4561559.95,2443180.85,0.0814,8,11,0.2374,1991,146
CONST_4448,ABC Works,Phoenix,33.421530427709655,-112.06689912293,Medium,36665889.77,0.3438,8572068.36,4034748.17,0.11,25,15,0.334,1976,174
CONST_4449,Innovative Constructors,Boston,42.34808391698903,-71.14858266172769,Small,7373486.93,0.2573,815408.9,1082046.65,0.1467,6,41,0.2907,1963,30
CONST_4450,ABC Infrastructure,Los Angeles,33.98435545128989,-118.27724075793431,Small,9688369.93,0.3215,1842762.48,1272379.68,0.1313,5,36,0.1968,1952,26
CONST_4451,ABC Infrastructure,New York,40.637528811594024,-73.75919055106861,Small,2226002.56,0.1557,520493.72,-173868.15,-0.0781,3,19,0.1402,1956,9
CONST_4452,Innovative Builders,Dallas,32.772038573343416,-96.58970070540772,Large,298814613.14,0.2092,63307230.67,-787058.16,-0.0026,15,28,0.1417,1953,757
CONST_4453,Johnson Construction,Chicago,41.852412992407615,-87.77176565443905,Medium,11768920.07,0.1717,2007449.7,13802.69,0.0012,11,34,0.3519,1973,53
CONST_4454,United Constructors,Los Angeles,34.06788502201814,-118.32911578625956,Small,6614957.34,0.3217,815917.8,1312215.42,0.1984,7,26,0.2391,2003,20
CONST_4455,Quality Construction LLC,Houston,29.772898593006747,-95.31040252291558,Medium,26756477.83,0.2268,5047245.15,1020416.8,0.0381,13,15,0.2371,1964,120
CONST_4456,Premier Properties,New York,40.743877719775355,-74.13627934191366,Small,7181642.18,0.2557,1375602.96,460421.32,0.0641,10,14,0.1946,1984,23
CONST_4457,ABC Works,Chicago,41.76194507421736,-87.71647064861487,Small,4165738.33,0.3162,636966.94,680416.59,0.1633,6,35,0.2452,1958,14
CONST_4458,United Constructors,Seattle,47.62353505568645,-122.26693577966586,Medium,20269902.6,0.3435,3965288.47,2997072.16,0.1479,5,12,0.1771,1982,78
CONST_4459,Elite Development Corp,New York,40.73732694193673,-74.03801176239686,Medium,44209173.98,0.3003,7442119.96,5832163.54,0.1319,8,12,0.2472,2013,116
CONST_4460,Johnson Properties,Dallas,32.72480771618757,-96.9106941617629,Medium,19233098.96,0.1708,2770725.24,515175.82,0.0268,6,7,0.299,1967,52
CONST_4461,Innovative Properties,Los Angeles,34.09206314114759,-118.24555885555324,Small,9814015.04,0.2907,2002145.65,851045.11,0.0867,5,7,0.4837,1965,27
CONST_4462,Reliable Constructors,Chicago,42.02709120642001,-87.66387899025057,Small,5607325.19,0.2368,891657.49,436284.78,0.0778,4,7,0.2471,2021,15
CONST_4463,Williams Building,Boston,42.330709167518165,-71.07460285635138,Medium,19253876.27,0.2696,4741171.37,449823.4,0.0234,13,9,0.2642,1987,71
CONST_4464,United Properties,Boston,42.32811264560195,-71.06076126033949,Medium,14642643.93,0.2611,2602178.89,1221532.38,0.0834,5,3,0.2597,2011,72
CONST_4465,Brown Building,Miami,25.76394203122117,-80.02546261043112,Medium,27960064.42,0.2442,4305699.52,2521791.4,0.0902,5,38,0.3954,1961,107
CONST_4466,Innovative Builders LLC,Los Angeles,33.943343507552036,-118.39326417036709,Small,9645708.7,0.1746,1821915.71,-138129.51,-0.0143,9,8,0.2328,2015,43
CONST_4467,Innovative Infrastructure Partners,New York,40.58808263493766,-74.00933679991654,Medium,35113608.36,0.3428,7146187.04,4890383.03,0.1393,5,36,0.3162,1990,153
CONST_4468,Advanced Construction Associates,Seattle,47.64330479704777,-122.36417756732112,Medium,46436117.42,0.2966,8735498.13,5038702.21,0.1085,10,11,0.2589,1954,150
CONST_4469,QualitySmith & Sons Constructors,Houston,29.823114151095268,-95.38007388617898,Small,4319828.27,0.2268,830766.45,149064.22,0.0345,5,54,0.2726,1983,21
CONST_4470,Brown Constructors,Seattle,47.683284130254975,-122.35303877929735,Medium,22581110.77,0.3145,4108634.52,2992277.27,0.1325,12,32,0.3609,2004,67
CONST_4471,Elite Building Inc,San Francisco,37.73704182993321,-122.56408225608014,Small,5970393.75,0.3278,1462969.52,493888.61,0.0827,4,41,0.2416,1976,15
CONST_4472,Smith & Associates Builders,Chicago,41.96405151749379,-87.55035368321863,Small,7260670.35,0.3301,910466.01,1486390.0,0.2047,8,8,0.1281,2016,18
CONST_4473,Modern Constructors Inc,Dallas,32.738696553560764,-96.62561753237428,Large,228071959.29,0.2186,48418707.54,1436709.95,0.0063,12,50,0.6038,1968,696
CONST_4474,ABC Infrastructure,Houston,29.823756588804766,-95.37348822776424,Small,7072563.35,0.2324,1337795.84,305745.42,0.0432,4,6,0.4246,1998,24
CONST_4475,United Constructors LLC,Seattle,47.79014351496105,-122.33653064799252,Small,7636541.6,0.3129,1562636.48,826915.99,0.1083,9,7,0.5282,1996,21
CONST_4476,Smith & Sons Infrastructure,Phoenix,33.62752204013619,-112.10188918813667,Small,7742329.05,0.1835,1751176.58,-330111.72,-0.0426,5,8,0.2385,1953,23
CONST_4477,ABC Builders,Dallas,32.750874680500004,-96.63136103221277,Small,8439810.3,0.3385,2050066.89,807227.15,0.0956,9,23,0.2013,2007,23
CONST_4478,Miller Infrastructure,Chicago,41.904906759448096,-87.58026080100258,Large,455138975.8,0.2193,72126656.28,27694351.22,0.0608,11,29,0.2094,1968,1457
CONST_4479,Premier Development Corp,Phoenix,33.33639854270752,-111.98764830110491,Small,1915430.02,0.1503,460828.9,-172989.69,-0.0903,3,23,0.1702,1976,5
CONST_4480,ReliableSmith & Sons Construction,Phoenix,33.33864481289573,-112.12387438850037,Small,5747090.09,0.1966,1202300.29,-72169.9,-0.0126,4,23,0.1813,1985,20
CONST_4481,ABC Builders,Miami,25.864894934523768,-80.06501132797649,Small,5810024.33,0.241,730167.22,669800.04,0.1153,7,6,0.2639,1953,22
CONST_4482,Innovative Properties Group,Los Angeles,34.13889391254141,-118.47947660868253,Small,8716322.51,0.1679,1562449.08,-98908.78,-0.0113,6,17,0.1483,2014,26
CONST_4483,Brown Construction,Seattle,47.37070443422514,-122.13834671936368,Large,123646517.01,0.2913,13214501.55,22808355.69,0.1845,11,14,0.3291,2007,557
CONST_4484,UnitedSmith & Sons Works,New York,40.692922714973164,-74.01371096082339,Large,156041871.72,0.2561,25634291.31,14329716.38,0.0918,30,31,0.2929,2021,546
CONST_4485,Innovative Infrastructure Partners,Chicago,41.971280147803526,-87.83387953114446,Small,9779717.86,0.2005,1615697.4,345353.28,0.0353,13,12,0.2861,1954,27
CONST_4486,Advanced Constructors,Boston,42.254217968732796,-70.95032463472909,Medium,46939294.74,0.1669,5569022.67,2264427.68,0.0482,7,26,0.3115,1974,165
CONST_4487,Professional Building,Chicago,41.72182253441637,-87.69826377332387,Small,7128400.95,0.2553,1520460.64,299314.58,0.042,10,16,0.2526,1953,31
CONST_4488,United Infrastructure,Boston,42.41585950559563,-70.9503584244196,Small,2213066.28,0.2315,277854.54,234480.16,0.106,6,49,0.384,1997,9
CONST_4489,Quality Development Enterprises,New York,40.60225155459068,-73.98844418064523,Large,320122515.56,0.2448,68400327.36,9963856.47,0.0311,7,70,0.3158,2000,1225
CONST_4490,Innovative Constructors,Houston,29.712422659613217,-95.43722962147318,Medium,10943605.02,0.32,2099060.2,1402868.14,0.1282,6,16,0.5426,1961,38
CONST_4491,Reliable Works,Phoenix,33.36306542401152,-112.14389098873941,Small,8464667.04,0.2645,1827777.47,410980.14,0.0486,18,45,0.1771,2006,33
CONST_4492,Miller Works,Boston,42.449380257079014,-71.14149629100125,Medium,17142867.68,0.2831,4216108.83,636283.74,0.0371,4,22,0.2395,2016,53
CONST_4493,Modern Infrastructure,New York,40.79850075877941,-73.75228097701017,Small,9018316.78,0.2313,986167.8,1099422.86,0.1219,3,8,0.3047,1951,29
CONST_4494,InnovativeSmith & Sons Infrastructure,Phoenix,33.52431345254821,-112.06569228859748,Medium,10628275.71,0.178,1812562.97,78892.59,0.0074,18,24,0.3723,2016,27
CONST_4495,Williams Development,Los Angeles,33.97826475753351,-118.43383752246734,Small,1326893.03,0.2275,162783.35,139039.52,0.1048,10,47,0.139,1967,4
CONST_4496,PremierSmith & Sons Infrastructure,New York,40.787686526934934,-73.8935842129698,Medium,24405510.93,0.2349,4586780.46,1145612.22,0.0469,5,34,0.1625,1989,90
CONST_4497,ABC Builders,Houston,29.682116319989664,-95.32536109447129,Large,383018810.17,0.3389,52603211.1,77211463.03,0.2016,8,3,0.4113,1958,1072
CONST_4498,Innovative Development,Los Angeles,34.08121060794149,-118.30961124203385,Medium,31392854.03,0.2396,6444205.57,1076596.5,0.0343,17,30,0.1381,2002,137
CONST_4499,ReliableSmith & Sons Construction,Houston,29.794072003369298,-95.24318600394642,Small,4612403.75,0.2912,729420.49,613594.41,0.133,5,135,0.2964,1993,22
CONST_4500,Premier Constructors Enterprises,Dallas,32.685307131311134,-96.89328464552617,Small,9505791.17,0.324,1131280.36,1948912.31,0.205,19,49,0.2056,2006,32
CONST_4501,Williams Construction,Chicago,42.03196536033797,-87.83205853780393,Small,8922080.33,0.1677,2003385.97,-506966.58,-0.0568,5,27,0.2467,1982,30
CONST_4502,Jones Builders,Chicago,41.991365072726396,-87.90203027949927,Small,4054803.97,0.1653,716218.78,-46104.79,-0.0114,5,21,0.3508,1956,13
CONST_4503,ABC Infrastructure,Miami,25.796718188415195,-80.20447597387971,Medium,12071227.42,0.3233,2317780.61,1585396.58,0.1313,5,24,0.268,1970,41
CONST_4504,Professional Infrastructure Inc,Los Angeles,34.12325273184838,-118.17704555544323,Small,9698935.95,0.2945,2309034.84,547435.83,0.0564,10,15,0.2844,1967,39
CONST_4505,Jones Constructors,Dallas,32.72855183234184,-96.73400957416838,Large,272299986.45,0.3131,61120318.91,24150034.0,0.0887,7,49,0.1175,2008,692
CONST_4506,ABC Development,New York,40.7992824607965,-73.97080574119462,Small,5646227.32,0.2764,1269641.64,290924.73,0.0515,11,17,0.2866,1987,23
CONST_4507,ReliableSmith & Sons Infrastructure,San Francisco,37.89438491613052,-122.1429604360463,Small,2298199.34,0.2938,288942.82,386339.6,0.1681,4,50,0.3726,1958,7
CONST_4508,AdvancedSmith & Associates Builders,Dallas,32.75008957742211,-96.65873827370716,Medium,37261414.06,0.1589,6502006.74,-582702.8,-0.0156,7,19,0.2537,1962,148
CONST_4509,Brown Infrastructure,Boston,42.28587439485835,-71.15082091363779,Small,9199327.12,0.1677,1978302.14,-436021.98,-0.0474,13,24,0.3265,1968,34
CONST_4510,Elite Development Inc,Miami,25.631455720085036,-80.09233531350998,Small,1520737.38,0.2699,334285.18,76167.78,0.0501,6,39,0.085,2006,5
CONST_4511,Elite Properties,Chicago,41.709249552361875,-87.64601403019371,Medium,41441372.11,0.2038,5811924.09,2632691.43,0.0635,9,69,0.1737,1971,111
CONST_4512,Quality Construction Enterprises,San Francisco,37.87184211927056,-122.38686124430208,Medium,20800451.35,0.2428,3836170.12,1213589.4,0.0583,6,31,0.1937,1993,64
CONST_4513,Innovative Development,Seattle,47.69699443437448,-122.19599492320758,Medium,43740318.83,0.333,7289681.08,7275383.03,0.1663,6,41,0.1511,1964,113
CONST_4514,Smith & Associates Building,San Francisco,37.64327195270215,-122.39234799717337,Small,2674929.2,0.2597,319463.17,375095.2,0.1402,5,33,0.2646,1955,8
CONST_4515,Elite Building,Los Angeles,34.04781533028349,-118.25694698892195,Small,4062511.87,0.1638,870845.15,-205342.26,-0.0505,7,13,0.2494,2015,10
CONST_4516,Johnson Development,New York,40.69957368418121,-74.08987359422538,Small,1892670.49,0.1585,424479.98,-124430.73,-0.0657,4,30,0.1762,1958,6
CONST_4517,AdvancedSmith & Sons Infrastructure,Boston,42.414558388831416,-71.1591996085312,Small,1400443.66,0.1803,217331.08,35121.1,0.0251,10,14,0.2694,1978,6
CONST_4518,Professional Construction,Los Angeles,33.937972845013924,-118.31610275608205,Small,3505713.35,0.2264,661677.47,131864.95,0.0376,10,13,0.2375,1985,17
CONST_4519,Elite Builders,Seattle,47.555429820737096,-122.32622989391153,Small,5434207.16,0.3041,1014262.6,638532.57,0.1175,5,20,0.0729,1985,22
CONST_4520,Smith & Associates Works,San Francisco,37.770746082812856,-122.30325874559337,Medium,35919779.19,0.2082,6408204.89,1070596.31,0.0298,8,23,0.3954,1955,95
CONST_4521,UnitedSmith & Sons Builders,San Francisco,37.94545250579835,-122.32071428963582,Large,71812119.52,0.313,16781353.22,5699084.06,0.0794,7,28,0.2814,1988,183
CONST_4522,Miller Builders,Houston,29.9681514881996,-95.49897866743208,Small,7902748.62,0.1878,1369020.81,114825.9,0.0145,5,36,0.2935,1999,37
CONST_4523,Elite Infrastructure,New York,40.72738193980972,-74.05539850025255,Small,4725803.12,0.1522,1051365.57,-332211.65,-0.0703,4,14,0.2105,2005,23
CONST_4524,Premier Infrastructure,Dallas,32.61518721865212,-96.87282313640121,Small,5030653.87,0.257,618465.02,674500.99,0.1341,9,15,0.1797,1961,15
CONST_4525,Smith & Associates Constructors,Houston,29.77892125381336,-95.45080240050677,Small,3156238.08,0.2315,453076.89,277507.98,0.0879,6,17,0.1998,1991,9
CONST_4526,Williams Infrastructure,Chicago,41.90277384770302,-87.68453436052118,Large,226182686.05,0.2079,35775132.75,11253487.81,0.0498,6,40,0.0957,1995,617
CONST_4527,Premier Works Solutions,Boston,42.43365449550715,-71.11956845331503,Medium,17720550.85,0.1555,3061767.1,-305383.47,-0.0172,5,13,0.2205,1962,48
CONST_4528,Modern Development,Houston,29.82096892211504,-95.24047639081404,Medium,16705613.22,0.2255,3334037.18,432475.65,0.0259,4,11,0.1168,1952,59
CONST_4529,Quality Building Enterprises,Dallas,32.74258035018793,-96.89058302854666,Small,1669296.83,0.324,239522.76,301346.11,0.1805,13,18,0.3015,2020,6
CONST_4530,ABC Building,Chicago,41.864372687730345,-87.64944052357083,Medium,22881514.44,0.1736,3676522.52,295766.53,0.0129,8,9,0.1907,2004,58
CONST_4531,ABC Construction,Miami,25.644780415322668,-80.32851623227715,Small,2351711.02,0.2763,296314.42,353418.55,0.1503,3,19,0.1962,1979,7
CONST_4532,UnitedSmith & Sons Works,Boston,42.3340820742503,-71.04297158666361,Small,1975470.37,0.3382,348591.66,319549.93,0.1618,8,12,0.291,2006,7
CONST_4533,Jones Builders,Dallas,32.67663730889859,-97.06856212223633,Small,3926168.4,0.2073,656466.22,157242.72,0.04,5,56,0.2934,1986,12
CONST_4534,Reliable Constructors,Dallas,32.84253962388296,-96.78659792584565,Small,1346623.93,0.2755,280758.06,90262.08,0.067,4,26,0.2798,1975,4
CONST_4535,Smith & Associates Properties,Miami,25.890911606856392,-80.24427928131303,Medium,26623796.91,0.2534,5857585.16,889558.78,0.0334,4,60,0.2067,1983,84
CONST_4536,Williams Builders,San Francisco,37.87094618631809,-122.3368775892826,Medium,35788347.79,0.256,6769453.05,2393621.75,0.0669,6,10,0.3708,2017,92
CONST_4537,Reliable Builders Solutions,Houston,29.75570481147086,-95.4313502243776,Small,5490557.06,0.3466,695736.63,1207205.11,0.2199,3,16,0.1718,1968,20
CONST_4538,Premier Building Enterprises,Boston,42.25351078116098,-71.02016367652132,Small,2591107.7,0.1553,564872.78,-162564.46,-0.0627,14,20,0.362,1974,8
CONST_4539,ABC Construction,New York,40.596061135288316,-74.13812945035473,Small,1537490.82,0.1751,251313.81,17951.77,0.0117,11,3,0.2315,1977,6
CONST_4540,Smith & Associates Works,Seattle,47.58208216282869,-122.11454481686584,Small,5129359.49,0.3181,787758.82,843855.96,0.1645,12,22,0.1893,2005,15
CONST_4541,UnitedSmith & Sons Constructors,Chicago,41.80032987052861,-87.52007951273337,Large,359599829.51,0.2124,54032387.72,22336231.45,0.0621,7,18,0.1293,2002,1355
CONST_4542,Smith & Sons Works,New York,40.78855507093015,-73.97234656546519,Medium,37105517.28,0.327,6996748.5,5138330.04,0.1385,2,38,0.2732,1990,103
CONST_4543,Professional Properties,Phoenix,33.34186160917742,-112.11745733519774,Medium,12610482.25,0.1563,2849790.59,-878430.73,-0.0697,5,16,0.3021,1980,34
CONST_4544,Elite Builders,Los Angeles,34.0065062399505,-118.11407043467793,Medium,29164391.75,0.279,4126632.16,4010855.86,0.1375,3,12,0.3457,1950,113
CONST_4545,Premier Development,San Francisco,37.887471972564235,-122.39244104757441,Medium,28824471.89,0.2731,6343569.06,1528851.13,0.053,7,132,0.1727,1994,112
